State,2020,2015
Alabama,1.0588156391404797,1.1002935518428283
Alaska,1.0824435005686466,1.1028172425036564
Arizona,0.843381555773444,0.8386017185934318
Arkansas,0.9671794868389951,0.9332947744913734
California,0.7695810286134049,0.7551190901927332
Colorado,0.9250385698686862,0.9196971222646152
Connecticut,0.796485253842778,0.7867574567517397
Delaware,1.0143655621714591,1.0208766499117083
District of Columbia,0.5166506543320972,0.48514571843643567
Florida,0.8560298660190491,0.7994313392813709
Georgia,0.8232109492998191,0.798473958655805
Hawaii,0.8651632228146215,0.8588572665071529
Idaho,1.0378320485427857,1.115252393948344
Illinois,0.828120618728855,0.8172346214709346
Indiana,0.9136790848444156,0.9119805278857115
Iowa,1.1877131179184794,1.1596840800596662
Kansas,0.8868015722713463,0.9015232983801461
Kentucky,0.9901702014095158,0.9343722193191746
Louisiana,0.8301516833386975,0.8353237072275869
Maine,0.8229629738379776,0.8265627374774736
Maryland,0.6822608141456894,0.6835775245652836
Massachusetts,0.7172498155853847,0.7384347214571061
Michigan,0.8396425426990809,0.8304790451958354
Minnesota,0.9971236156655713,0.9585377752819838
Mississippi,0.6963359904223047,0.6930926019419362
Missouri,0.9077974243482106,0.9254487821983569
Montana,1.7976114742039397,1.590493352268388
Nebraska,0.9866945711219477,1.040351303710417
Nevada,0.8186573138505834,0.8106553093663776
New Hampshire,0.9852574449431287,0.9646510617110475
New Jersey,0.6472428169616335,0.6542758354829139
New Mexico,0.8420757605666128,0.8699629723812419
New York,0.5618850233836054,0.5295854343117117
North Carolina,0.8357207686166161,0.7955975581122329
North Dakota,1.1542064953104259,1.1679705989172577
Ohio,0.8983706239562118,0.904335038985353
Oklahoma,0.9414986909491622,0.7660786798224376
Oregon,0.9655545244844802,0.8977261472412608
Pennsylvania,0.8229788773732883,0.8216877561500828
Rhode Island,0.7905510618675478,0.8122695730627429
South Carolina,0.8890157714430055,0.8578049068988299
South Dakota,1.4590051392234689,1.2700924971894092
Tennessee,0.8461376169976268,0.8486627880864994
Texas,0.767326862291095,0.7980139836863076
Utah,0.7555888988702142,0.743289302228808
Vermont,0.9461396586743865,1.0306239915454949
Virginia,0.8811878160027915,0.8628155355080845
Washington,0.9402258256966608,0.9366353436704699
West Virginia,0.926005057553981,0.8738066261866037
Wisconsin,0.9531505655749014,0.9434756600175903
Wyoming,1.4915593650771652,1.3963779352174694
