"TIME","GEO","UNIT","MOT_NRG","Value","Flag and Footnotes"
"2015","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hydrogen and fuel cells ",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Bioethanol",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Biodiesel",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Bi-fuel",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Other","33,838",""
"2015","Estonia","Number","Petroleum products","14,069",""
"2015","Estonia","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Estonia","Number","Diesel","6,949",""
"2015","Estonia","Number","Natural Gas","16",""
"2015","Estonia","Number","Electricity","30",""
"2015","Estonia","Number","Alternative Energy","46",""
"2015","Estonia","Number","Petrol (excluding hybrids)  ","13,718",""
"2015","Estonia","Number","Hybrid electric-petrol","351",""
"2015","Estonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Estonia","Number","Diesel (excluding hybrids)  ","6,949",""
"2015","Estonia","Number","Hybrid diesel-electric","0",""
"2015","Estonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Estonia","Number","Hydrogen and fuel cells ",":",""
"2015","Estonia","Number","Bioethanol",":",""
"2015","Estonia","Number","Biodiesel",":",""
"2015","Estonia","Number","Bi-fuel",":",""
"2015","Estonia","Number","Other",":",""
"2015","Ireland","Number","Petroleum products","35,311",""
"2015","Ireland","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Ireland","Number","Diesel","92,436",""
"2015","Ireland","Number","Natural Gas",":",""
"2015","Ireland","Number","Electricity","494",""
"2015","Ireland","Number","Alternative Energy","2,212",""
"2015","Ireland","Number","Petrol (excluding hybrids)  ",":",""
"2015","Ireland","Number","Hybrid electric-petrol",":",""
"2015","Ireland","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Ireland","Number","Diesel (excluding hybrids)  ",":",""
"2015","Ireland","Number","Hybrid diesel-electric",":",""
"2015","Ireland","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Ireland","Number","Hydrogen and fuel cells ",":",""
"2015","Ireland","Number","Bioethanol",":",""
"2015","Ireland","Number","Biodiesel",":",""
"2015","Ireland","Number","Bi-fuel",":",""
"2015","Ireland","Number","Other","1,718",""
"2015","Spain","Number","Petroleum products","394,777","d"
"2015","Spain","Number","Liquefied petroleum gases (LPG)","2,337","d"
"2015","Spain","Number","Diesel","694,161","d"
"2015","Spain","Number","Natural Gas","165","d"
"2015","Spain","Number","Electricity","2,634","d"
"2015","Spain","Number","Alternative Energy","5,179","d"
"2015","Spain","Number","Petrol (excluding hybrids)  ","387,540","d"
"2015","Spain","Number","Hybrid electric-petrol","7,179","d"
"2015","Spain","Number","Plug-in hybrid petrol-electric  ","58","d"
"2015","Spain","Number","Diesel (excluding hybrids)  ","694,123","d"
"2015","Spain","Number","Hybrid diesel-electric","29","d"
"2015","Spain","Number","Plug-in hybrid diesel-electric  ","9","d"
"2015","Spain","Number","Hydrogen and fuel cells ","2","d"
"2015","Spain","Number","Bioethanol",":",""
"2015","Spain","Number","Biodiesel","5","d"
"2015","Spain","Number","Bi-fuel",":",""
"2015","Spain","Number","Other","36","d"
"2015","France","Number","Petroleum products","777,645",""
"2015","France","Number","Liquefied petroleum gases (LPG)","0",""
"2015","France","Number","Diesel","1,089,403",""
"2015","France","Number","Natural Gas","46",""
"2015","France","Number","Electricity","17,269",""
"2015","France","Number","Alternative Energy","19,181",""
"2015","France","Number","Petrol (excluding hybrids)  ","736,108",""
"2015","France","Number","Hybrid electric-petrol","35,950",""
"2015","France","Number","Plug-in hybrid petrol-electric  ","5,587",""
"2015","France","Number","Diesel (excluding hybrids)  ","1,070,443",""
"2015","France","Number","Hybrid diesel-electric","18,870",""
"2015","France","Number","Plug-in hybrid diesel-electric  ","90",""
"2015","France","Number","Hydrogen and fuel cells ","10",""
"2015","France","Number","Bioethanol","231",""
"2015","France","Number","Biodiesel",":",""
"2015","France","Number","Bi-fuel","1,579",""
"2015","France","Number","Other","46",""
"2015","Croatia","Number","Petroleum products","16,311",""
"2015","Croatia","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Croatia","Number","Diesel","56,807",""
"2015","Croatia","Number","Natural Gas",":",""
"2015","Croatia","Number","Electricity","80",""
"2015","Croatia","Number","Alternative Energy","1,063",""
"2015","Croatia","Number","Petrol (excluding hybrids)  ","16,311",""
"2015","Croatia","Number","Hybrid electric-petrol",":",""
"2015","Croatia","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Croatia","Number","Diesel (excluding hybrids)  ","56,807",""
"2015","Croatia","Number","Hybrid diesel-electric",":",""
"2015","Croatia","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Croatia","Number","Hydrogen and fuel cells ",":",""
"2015","Croatia","Number","Bioethanol",":",""
"2015","Croatia","Number","Biodiesel",":",""
"2015","Croatia","Number","Bi-fuel","517",""
"2015","Croatia","Number","Other","466",""
"2015","Italy","Number","Petroleum products",":",""
"2015","Italy","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Italy","Number","Diesel",":",""
"2015","Italy","Number","Natural Gas",":",""
"2015","Italy","Number","Electricity",":",""
"2015","Italy","Number","Alternative Energy","185,333",""
"2015","Italy","Number","Petrol (excluding hybrids)  ","521,450",""
"2015","Italy","Number","Hybrid electric-petrol",":",""
"2015","Italy","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Italy","Number","Diesel (excluding hybrids)  ","887,074",""
"2015","Italy","Number","Hybrid diesel-electric",":",""
"2015","Italy","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Italy","Number","Hydrogen and fuel cells ",":",""
"2015","Italy","Number","Bioethanol",":",""
"2015","Italy","Number","Biodiesel",":",""
"2015","Italy","Number","Bi-fuel",":",""
"2015","Italy","Number","Other","1,467",""
"2015","Cyprus","Number","Petroleum products","14,786",""
"2015","Cyprus","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Cyprus","Number","Diesel","6,667",""
"2015","Cyprus","Number","Natural Gas","0",""
"2015","Cyprus","Number","Electricity","9",""
"2015","Cyprus","Number","Alternative Energy","9",""
"2015","Cyprus","Number","Petrol (excluding hybrids)  ","14,399",""
"2015","Cyprus","Number","Hybrid electric-petrol","387",""
"2015","Cyprus","Number","Plug-in hybrid petrol-electric  ","0",""
"2015","Cyprus","Number","Diesel (excluding hybrids)  ","6,667",""
"2015","Cyprus","Number","Hybrid diesel-electric","0",""
"2015","Cyprus","Number","Plug-in hybrid diesel-electric  ","0",""
"2015","Cyprus","Number","Hydrogen and fuel cells ","0",""
"2015","Cyprus","Number","Bioethanol","0",""
"2015","Cyprus","Number","Biodiesel","0",""
"2015","Cyprus","Number","Bi-fuel","0",""
"2015","Cyprus","Number","Other","0",""
"2015","Latvia","Number","Petroleum products","7,211",""
"2015","Latvia","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Latvia","Number","Diesel","6,923",""
"2015","Latvia","Number","Natural Gas","140","d"
"2015","Latvia","Number","Electricity","17",""
"2015","Latvia","Number","Alternative Energy","157",""
"2015","Latvia","Number","Petrol (excluding hybrids)  ","7,202",""
"2015","Latvia","Number","Hybrid electric-petrol","9",""
"2015","Latvia","Number","Plug-in hybrid petrol-electric  ","0",""
"2015","Latvia","Number","Diesel (excluding hybrids)  ","6,923",""
"2015","Latvia","Number","Hybrid diesel-electric","0",""
"2015","Latvia","Number","Plug-in hybrid diesel-electric  ","0",""
"2015","Latvia","Number","Hydrogen and fuel cells ","0",""
"2015","Latvia","Number","Bioethanol","0",""
"2015","Latvia","Number","Biodiesel","0",""
"2015","Latvia","Number","Bi-fuel","0",""
"2015","Latvia","Number","Other","0",""
"2015","Lithuania","Number","Petroleum products","33,550",""
"2015","Lithuania","Number","Liquefied petroleum gases (LPG)","11",""
"2015","Lithuania","Number","Diesel","97,813",""
"2015","Lithuania","Number","Natural Gas","0",""
"2015","Lithuania","Number","Electricity","106",""
"2015","Lithuania","Number","Alternative Energy","1,036",""
"2015","Lithuania","Number","Petrol (excluding hybrids)  ","32,757",""
"2015","Lithuania","Number","Hybrid electric-petrol",":",""
"2015","Lithuania","Number","Plug-in hybrid petrol-electric  ","793",""
"2015","Lithuania","Number","Diesel (excluding hybrids)  ",":",""
"2015","Lithuania","Number","Hybrid diesel-electric",":",""
"2015","Lithuania","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Lithuania","Number","Hydrogen and fuel cells ","0",""
"2015","Lithuania","Number","Bioethanol","0",""
"2015","Lithuania","Number","Biodiesel","0",""
"2015","Lithuania","Number","Bi-fuel","0",""
"2015","Lithuania","Number","Other","919",""
"2015","Hungary","Number","Petroleum products","92,477","d"
"2015","Hungary","Number","Liquefied petroleum gases (LPG)","2",""
"2015","Hungary","Number","Diesel","103,928","d"
"2015","Hungary","Number","Natural Gas","153",""
"2015","Hungary","Number","Electricity","181",""
"2015","Hungary","Number","Alternative Energy","3,501","d"
"2015","Hungary","Number","Petrol (excluding hybrids)  ","92,477",""
"2015","Hungary","Number","Hybrid electric-petrol","0",""
"2015","Hungary","Number","Plug-in hybrid petrol-electric  ","0",""
"2015","Hungary","Number","Diesel (excluding hybrids)  ","103,928",""
"2015","Hungary","Number","Hybrid diesel-electric","0",""
"2015","Hungary","Number","Plug-in hybrid diesel-electric  ","0",""
"2015","Hungary","Number","Hydrogen and fuel cells ","0",""
"2015","Hungary","Number","Bioethanol","0",""
"2015","Hungary","Number","Biodiesel","4",""
"2015","Hungary","Number","Bi-fuel","988",""
"2015","Hungary","Number","Other","2,173","d"
"2015","Malta","Number","Petroleum products","11,395",""
"2015","Malta","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Malta","Number","Diesel","5,312",""
"2015","Malta","Number","Natural Gas","0",""
"2015","Malta","Number","Electricity","30",""
"2015","Malta","Number","Alternative Energy","96",""
"2015","Malta","Number","Petrol (excluding hybrids)  ","11,317",""
"2015","Malta","Number","Hybrid electric-petrol","78","d"
"2015","Malta","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Malta","Number","Diesel (excluding hybrids)  ","5,307",""
"2015","Malta","Number","Hybrid diesel-electric","5","d"
"2015","Malta","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Malta","Number","Hydrogen and fuel cells ","0",""
"2015","Malta","Number","Bioethanol","0",""
"2015","Malta","Number","Biodiesel","0",""
"2015","Malta","Number","Bi-fuel","53",""
"2015","Malta","Number","Other","13",""
"2015","Netherlands","Number","Petroleum products","314,898",""
"2015","Netherlands","Number","Liquefied petroleum gases (LPG)","362",""
"2015","Netherlands","Number","Diesel","129,773",""
"2015","Netherlands","Number","Natural Gas","678",""
"2015","Netherlands","Number","Electricity","0",""
"2015","Netherlands","Number","Alternative Energy","4,256",""
"2015","Netherlands","Number","Petrol (excluding hybrids)  ",":",""
"2015","Netherlands","Number","Hybrid electric-petrol","56,219",""
"2015","Netherlands","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Netherlands","Number","Diesel (excluding hybrids)  ",":",""
"2015","Netherlands","Number","Hybrid diesel-electric",":",""
"2015","Netherlands","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Netherlands","Number","Hydrogen and fuel cells ","19",""
"2015","Netherlands","Number","Bioethanol","0",""
"2015","Netherlands","Number","Biodiesel","0",""
"2015","Netherlands","Number","Bi-fuel","0",""
"2015","Netherlands","Number","Other","3,197",""
"2015","Austria","Number","Petroleum products","125,656",""
"2015","Austria","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Austria","Number","Diesel","180,510",""
"2015","Austria","Number","Natural Gas","167",""
"2015","Austria","Number","Electricity","1,677",""
"2015","Austria","Number","Alternative Energy","2,389",""
"2015","Austria","Number","Petrol (excluding hybrids)  ","122,832",""
"2015","Austria","Number","Hybrid electric-petrol","1,893","d"
"2015","Austria","Number","Plug-in hybrid petrol-electric  ","931",""
"2015","Austria","Number","Diesel (excluding hybrids)  ","179,822",""
"2015","Austria","Number","Hybrid diesel-electric","518","d"
"2015","Austria","Number","Plug-in hybrid diesel-electric  ","170",""
"2015","Austria","Number","Hydrogen and fuel cells ","9",""
"2015","Austria","Number","Bioethanol",":",""
"2015","Austria","Number","Biodiesel",":",""
"2015","Austria","Number","Bi-fuel","536",""
"2015","Austria","Number","Other","0",""
"2015","Poland","Number","Petroleum products","571,541",""
"2015","Poland","Number","Liquefied petroleum gases (LPG)","89,117",""
"2015","Poland","Number","Diesel","481,006",""
"2015","Poland","Number","Natural Gas","316",""
"2015","Poland","Number","Electricity","3,496",""
"2015","Poland","Number","Alternative Energy","92,959",""
"2015","Poland","Number","Petrol (excluding hybrids)  ","571,530",""
"2015","Poland","Number","Hybrid electric-petrol","11",""
"2015","Poland","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Poland","Number","Diesel (excluding hybrids)  ","481,006",""
"2015","Poland","Number","Hybrid diesel-electric",":",""
"2015","Poland","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Poland","Number","Hydrogen and fuel cells ","8",""
"2015","Poland","Number","Bioethanol","2",""
"2015","Poland","Number","Biodiesel","0",""
"2015","Poland","Number","Bi-fuel","0",""
"2015","Poland","Number","Other","20",""
"2015","Portugal","Number","Petroleum products",":",""
"2015","Portugal","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Portugal","Number","Diesel",":",""
"2015","Portugal","Number","Natural Gas",":",""
"2015","Portugal","Number","Electricity",":",""
"2015","Portugal","Number","Alternative Energy",":",""
"2015","Portugal","Number","Petrol (excluding hybrids)  ",":",""
"2015","Portugal","Number","Hybrid electric-petrol",":",""
"2015","Portugal","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Portugal","Number","Diesel (excluding hybrids)  ",":",""
"2015","Portugal","Number","Hybrid diesel-electric",":",""
"2015","Portugal","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Portugal","Number","Hydrogen and fuel cells ",":",""
"2015","Portugal","Number","Bioethanol",":",""
"2015","Portugal","Number","Biodiesel",":",""
"2015","Portugal","Number","Bi-fuel",":",""
"2015","Portugal","Number","Other",":",""
"2015","Romania","Number","Petroleum products","148,062",""
"2015","Romania","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Romania","Number","Diesel","181,809",""
"2015","Romania","Number","Natural Gas",":",""
"2015","Romania","Number","Electricity",":",""
"2015","Romania","Number","Alternative Energy","2,352",""
"2015","Romania","Number","Petrol (excluding hybrids)  ",":",""
"2015","Romania","Number","Hybrid electric-petrol",":",""
"2015","Romania","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Romania","Number","Diesel (excluding hybrids)  ",":",""
"2015","Romania","Number","Hybrid diesel-electric",":",""
"2015","Romania","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Romania","Number","Hydrogen and fuel cells ",":",""
"2015","Romania","Number","Bioethanol",":",""
"2015","Romania","Number","Biodiesel",":",""
"2015","Romania","Number","Bi-fuel",":",""
"2015","Romania","Number","Other",":",""
"2015","Slovenia","Number","Petroleum products","29,038",""
"2015","Slovenia","Number","Liquefied petroleum gases (LPG)","199",""
"2015","Slovenia","Number","Diesel","31,031",""
"2015","Slovenia","Number","Natural Gas","40",""
"2015","Slovenia","Number","Electricity","123",""
"2015","Slovenia","Number","Alternative Energy","599",""
"2015","Slovenia","Number","Petrol (excluding hybrids)  ","29,038",""
"2015","Slovenia","Number","Hybrid electric-petrol",":",""
"2015","Slovenia","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Slovenia","Number","Diesel (excluding hybrids)  ","31,031",""
"2015","Slovenia","Number","Hybrid diesel-electric",":",""
"2015","Slovenia","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Slovenia","Number","Hydrogen and fuel cells ",":",""
"2015","Slovenia","Number","Bioethanol",":",""
"2015","Slovenia","Number","Biodiesel",":",""
"2015","Slovenia","Number","Bi-fuel",":",""
"2015","Slovenia","Number","Other","237",""
"2015","Finland","Number","Petroleum products","69,469",""
"2015","Finland","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Finland","Number","Diesel","38,844",""
"2015","Finland","Number","Natural Gas","18",""
"2015","Finland","Number","Electricity","243",""
"2015","Finland","Number","Alternative Energy","506",""
"2015","Finland","Number","Petrol (excluding hybrids)  ","66,252",""
"2015","Finland","Number","Hybrid electric-petrol","2,817",""
"2015","Finland","Number","Plug-in hybrid petrol-electric  ","400",""
"2015","Finland","Number","Diesel (excluding hybrids)  ","38,800",""
"2015","Finland","Number","Hybrid diesel-electric","29",""
"2015","Finland","Number","Plug-in hybrid diesel-electric  ","15",""
"2015","Finland","Number","Hydrogen and fuel cells ","0",""
"2015","Finland","Number","Bioethanol","105",""
"2015","Finland","Number","Biodiesel","0",""
"2015","Finland","Number","Bi-fuel","140",""
"2015","Finland","Number","Other","0",""
"2015","Sweden","Number","Petroleum products","145,383",""
"2015","Sweden","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Sweden","Number","Diesel","207,091",""
"2015","Sweden","Number","Natural Gas","886",""
"2015","Sweden","Number","Electricity","2,916",""
"2015","Sweden","Number","Alternative Energy","9,434",""
"2015","Sweden","Number","Petrol (excluding hybrids)  ","131,576",""
"2015","Sweden","Number","Hybrid electric-petrol","8,634",""
"2015","Sweden","Number","Plug-in hybrid petrol-electric  ","5,173",""
"2015","Sweden","Number","Diesel (excluding hybrids)  ","206,377",""
"2015","Sweden","Number","Hybrid diesel-electric","135",""
"2015","Sweden","Number","Plug-in hybrid diesel-electric  ","579",""
"2015","Sweden","Number","Hydrogen and fuel cells ","1",""
"2015","Sweden","Number","Bioethanol","3",""
"2015","Sweden","Number","Biodiesel","1",""
"2015","Sweden","Number","Bi-fuel","4,231",""
"2015","Sweden","Number","Other","1,396",""
"2015","United Kingdom","Number","Petroleum products","1,334,875","d"
"2015","United Kingdom","Number","Liquefied petroleum gases (LPG)",":",""
"2015","United Kingdom","Number","Diesel","1,257,152","d"
"2015","United Kingdom","Number","Natural Gas","13","d"
"2015","United Kingdom","Number","Electricity","10,063","d"
"2015","United Kingdom","Number","Alternative Energy","10,119","d"
"2015","United Kingdom","Number","Petrol (excluding hybrids)  ","1,276,159","d"
"2015","United Kingdom","Number","Hybrid electric-petrol","58,716","d"
"2015","United Kingdom","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","United Kingdom","Number","Diesel (excluding hybrids)  ","1,253,393","d"
"2015","United Kingdom","Number","Hybrid diesel-electric","3,759","d"
"2015","United Kingdom","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","United Kingdom","Number","Hydrogen and fuel cells ",":",""
"2015","United Kingdom","Number","Bioethanol",":",""
"2015","United Kingdom","Number","Biodiesel",":",""
"2015","United Kingdom","Number","Bi-fuel","33",""
"2015","United Kingdom","Number","Other","10","d"
"2015","Liechtenstein","Number","Petroleum products","1,072",""
"2015","Liechtenstein","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Liechtenstein","Number","Diesel","937",""
"2015","Liechtenstein","Number","Natural Gas","5",""
"2015","Liechtenstein","Number","Electricity","30",""
"2015","Liechtenstein","Number","Alternative Energy","40",""
"2015","Liechtenstein","Number","Petrol (excluding hybrids)  ","1,017",""
"2015","Liechtenstein","Number","Hybrid electric-petrol","55",""
"2015","Liechtenstein","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Liechtenstein","Number","Diesel (excluding hybrids)  ","934",""
"2015","Liechtenstein","Number","Hybrid diesel-electric","3",""
"2015","Liechtenstein","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Liechtenstein","Number","Hydrogen and fuel cells ","0",""
"2015","Liechtenstein","Number","Bioethanol","0",""
"2015","Liechtenstein","Number","Biodiesel","0",""
"2015","Liechtenstein","Number","Bi-fuel","5",""
"2015","Liechtenstein","Number","Other","0",""
"2015","Norway","Number","Petroleum products","64,686",""
"2015","Norway","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Norway","Number","Diesel","89,499",""
"2015","Norway","Number","Natural Gas",":",""
"2015","Norway","Number","Electricity","21,997",""
"2015","Norway","Number","Alternative Energy","22,151",""
"2015","Norway","Number","Petrol (excluding hybrids)  ",":",""
"2015","Norway","Number","Hybrid electric-petrol",":",""
"2015","Norway","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Norway","Number","Diesel (excluding hybrids)  ",":",""
"2015","Norway","Number","Hybrid diesel-electric",":",""
"2015","Norway","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Norway","Number","Hydrogen and fuel cells ",":",""
"2015","Norway","Number","Bioethanol",":",""
"2015","Norway","Number","Biodiesel",":",""
"2015","Norway","Number","Bi-fuel",":",""
"2015","Norway","Number","Other","154",""
"2015","Switzerland","Number","Petroleum products","193,200",""
"2015","Switzerland","Number","Liquefied petroleum gases (LPG)","0",""
"2015","Switzerland","Number","Diesel","129,000",""
"2015","Switzerland","Number","Natural Gas","200",""
"2015","Switzerland","Number","Electricity","3,900",""
"2015","Switzerland","Number","Alternative Energy","5,000",""
"2015","Switzerland","Number","Petrol (excluding hybrids)  ","185,500",""
"2015","Switzerland","Number","Hybrid electric-petrol","7,700","d"
"2015","Switzerland","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Switzerland","Number","Diesel (excluding hybrids)  ","127,900",""
"2015","Switzerland","Number","Hybrid diesel-electric","1,100","d"
"2015","Switzerland","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Switzerland","Number","Hydrogen and fuel cells ","0",""
"2015","Switzerland","Number","Bioethanol","0",""
"2015","Switzerland","Number","Biodiesel","0",""
"2015","Switzerland","Number","Bi-fuel","900",""
"2015","Switzerland","Number","Other","100",""
"2015","North Macedonia","Number","Petroleum products",":",""
"2015","North Macedonia","Number","Liquefied petroleum gases (LPG)",":",""
"2015","North Macedonia","Number","Diesel",":",""
"2015","North Macedonia","Number","Natural Gas",":",""
"2015","North Macedonia","Number","Electricity",":",""
"2015","North Macedonia","Number","Alternative Energy",":",""
"2015","North Macedonia","Number","Petrol (excluding hybrids)  ",":",""
"2015","North Macedonia","Number","Hybrid electric-petrol",":",""
"2015","North Macedonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","North Macedonia","Number","Diesel (excluding hybrids)  ",":",""
"2015","North Macedonia","Number","Hybrid diesel-electric",":",""
"2015","North Macedonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","North Macedonia","Number","Hydrogen and fuel cells ",":",""
"2015","North Macedonia","Number","Bioethanol",":",""
"2015","North Macedonia","Number","Biodiesel",":",""
"2015","North Macedonia","Number","Bi-fuel",":",""
"2015","North Macedonia","Number","Other",":",""
"2015","Turkey","Number","Petroleum products","270,762",""
"2015","Turkey","Number","Liquefied petroleum gases (LPG)","13,288",""
"2015","Turkey","Number","Diesel","462,191",""
"2015","Turkey","Number","Natural Gas",":",""
"2015","Turkey","Number","Electricity","154",""
"2015","Turkey","Number","Alternative Energy","13,442",""
"2015","Turkey","Number","Petrol (excluding hybrids)  ","270,634",""
"2015","Turkey","Number","Hybrid electric-petrol","128",""
"2015","Turkey","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Turkey","Number","Diesel (excluding hybrids)  ","462,119",""
"2015","Turkey","Number","Hybrid diesel-electric","72",""
"2015","Turkey","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Turkey","Number","Hydrogen and fuel cells ",":",""
"2015","Turkey","Number","Bioethanol",":",""
"2015","Turkey","Number","Biodiesel",":",""
"2015","Turkey","Number","Bi-fuel",":",""
"2015","Turkey","Number","Other",":",""
"2016","Belgium","Number","Petroleum products","256,076",""
"2016","Belgium","Number","Liquefied petroleum gases (LPG)","4","d"
"2016","Belgium","Number","Diesel","285,653",""
"2016","Belgium","Number","Natural Gas","790",""
"2016","Belgium","Number","Electricity","2,061",""
"2016","Belgium","Number","Alternative Energy","4,413",""
"2016","Belgium","Number","Petrol (excluding hybrids)  ","240,384",""
"2016","Belgium","Number","Hybrid electric-petrol","15,692",""
"2016","Belgium","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Belgium","Number","Diesel (excluding hybrids)  ","284,352",""
"2016","Belgium","Number","Hybrid diesel-electric","1,301",""
"2016","Belgium","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Belgium","Number","Hydrogen and fuel cells ",":",""
"2016","Belgium","Number","Bioethanol","6",""
"2016","Belgium","Number","Biodiesel",":",""
"2016","Belgium","Number","Bi-fuel",":",""
"2016","Belgium","Number","Other","1,552",""
"2016","Denmark","Number","Petroleum products","140,371",""
"2016","Denmark","Number","Liquefied petroleum gases (LPG)",":",""
"2016","Denmark","Number","Diesel","80,216",""
"2016","Denmark","Number","Natural Gas",":",""
"2016","Denmark","Number","Electricity",":",""
"2016","Denmark","Number","Alternative Energy",":",""
"2016","Denmark","Number","Petrol (excluding hybrids)  ",":",""
"2016","Denmark","Number","Hybrid electric-petrol",":",""
"2016","Denmark","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Denmark","Number","Diesel (excluding hybrids)  ",":",""
"2016","Denmark","Number","Hybrid diesel-electric",":",""
"2016","Denmark","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Denmark","Number","Hydrogen and fuel cells ",":",""
"2016","Denmark","Number","Bioethanol",":",""
"2016","Denmark","Number","Biodiesel",":",""
"2016","Denmark","Number","Bi-fuel",":",""
"2016","Denmark","Number","Other",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","1,746,308",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Liquefied petroleum gases (LPG)","2,990",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Diesel","1,539,596",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Natural Gas","3,240",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Electricity","11,410",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Alternative Energy","65,703",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Petrol (excluding hybrids)  ",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hybrid electric-petrol",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Diesel (excluding hybrids)  ",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hybrid diesel-electric",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hydrogen and fuel cells ",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Bioethanol",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Biodiesel",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Bi-fuel",":",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Other","48,063",""
"2016","Estonia","Number","Petroleum products","16,592",""
"2016","Estonia","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Estonia","Number","Diesel","6,393",""
"2016","Estonia","Number","Natural Gas","3",""
"2016","Estonia","Number","Electricity","32",""
"2016","Estonia","Number","Alternative Energy","35",""
"2016","Estonia","Number","Petrol (excluding hybrids)  ","15,821",""
"2016","Estonia","Number","Hybrid electric-petrol","771",""
"2016","Estonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Estonia","Number","Diesel (excluding hybrids)  ","6,392",""
"2016","Estonia","Number","Hybrid diesel-electric","1",""
"2016","Estonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Estonia","Number","Hydrogen and fuel cells ","0",""
"2016","Estonia","Number","Bioethanol",":",""
"2016","Estonia","Number","Biodiesel",":",""
"2016","Estonia","Number","Bi-fuel",":",""
"2016","Estonia","Number","Other",":",""
