"TIME","GEO","UNIT","MOT_NRG","Value","Flag and Footnotes"
"2014","Denmark","Number","Petrol (excluding hybrids)  ",":",""
"2014","Denmark","Number","Hybrid electric-petrol",":",""
"2014","Denmark","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Denmark","Number","Diesel (excluding hybrids)  ",":",""
"2014","Denmark","Number","Hybrid diesel-electric",":",""
"2014","Denmark","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Denmark","Number","Hydrogen and fuel cells ",":",""
"2014","Denmark","Number","Bioethanol",":",""
"2014","Denmark","Number","Biodiesel",":",""
"2014","Denmark","Number","Bi-fuel",":",""
"2014","Denmark","Number","Other",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","1,533,726",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Liquefied petroleum gases (LPG)","6,234",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Diesel","1,452,565",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Natural Gas","8,194",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Electricity","8,522",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Alternative Energy","50,482",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Petrol (excluding hybrids)  ",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hybrid electric-petrol",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Diesel (excluding hybrids)  ",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hybrid diesel-electric",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hydrogen and fuel cells ",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Bioethanol",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Biodiesel",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Bi-fuel",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Other","27,532",""
"2014","Estonia","Number","Petroleum products","13,054",""
"2014","Estonia","Number","Liquefied petroleum gases (LPG)","0",""
"2014","Estonia","Number","Diesel","7,726",""
"2014","Estonia","Number","Natural Gas","17",""
"2014","Estonia","Number","Electricity","331",""
"2014","Estonia","Number","Alternative Energy","348",""
"2014","Estonia","Number","Petrol (excluding hybrids)  ","12,746",""
"2014","Estonia","Number","Hybrid electric-petrol","308","d"
"2014","Estonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Estonia","Number","Diesel (excluding hybrids)  ","7,723",""
"2014","Estonia","Number","Hybrid diesel-electric","3","d"
"2014","Estonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Estonia","Number","Hydrogen and fuel cells ",":",""
"2014","Estonia","Number","Bioethanol",":",""
"2014","Estonia","Number","Biodiesel",":",""
"2014","Estonia","Number","Bi-fuel",":",""
"2014","Estonia","Number","Other",":",""
"2014","Ireland","Number","Petroleum products","21,067",""
"2014","Ireland","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Ireland","Number","Diesel","61,917",""
"2014","Ireland","Number","Natural Gas",":",""
"2014","Ireland","Number","Electricity","194",""
"2014","Ireland","Number","Alternative Energy","1,152",""
"2014","Ireland","Number","Petrol (excluding hybrids)  ",":",""
"2014","Ireland","Number","Hybrid electric-petrol",":",""
"2014","Ireland","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Ireland","Number","Diesel (excluding hybrids)  ",":",""
"2014","Ireland","Number","Hybrid diesel-electric",":",""
"2014","Ireland","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Ireland","Number","Hydrogen and fuel cells ",":",""
"2014","Ireland","Number","Bioethanol",":",""
"2014","Ireland","Number","Biodiesel",":",""
"2014","Ireland","Number","Bi-fuel",":",""
"2014","Ireland","Number","Other","958",""
"2014","Spain","Number","Petroleum products","297,176","d"
"2014","Spain","Number","Liquefied petroleum gases (LPG)","1,108","d"
"2014","Spain","Number","Diesel","590,360","d"
"2014","Spain","Number","Natural Gas","127","d"
"2014","Spain","Number","Electricity","1,181","d"
"2014","Spain","Number","Alternative Energy","2,589","d"
"2014","Spain","Number","Petrol (excluding hybrids)  ","288,860","d"
"2014","Spain","Number","Hybrid electric-petrol","8,070","d"
"2014","Spain","Number","Plug-in hybrid petrol-electric  ","246","d"
"2014","Spain","Number","Diesel (excluding hybrids)  ","590,198","d"
"2014","Spain","Number","Hybrid diesel-electric","139","d"
"2014","Spain","Number","Plug-in hybrid diesel-electric  ","23","d"
"2014","Spain","Number","Hydrogen and fuel cells ","0","d"
"2014","Spain","Number","Bioethanol",":",""
"2014","Spain","Number","Biodiesel","6","d"
"2014","Spain","Number","Bi-fuel",":",""
"2014","Spain","Number","Other","167","d"
"2014","France","Number","Petroleum products","623,201",""
"2014","France","Number","Liquefied petroleum gases (LPG)","0",""
"2014","France","Number","Diesel","1,129,453",""
"2014","France","Number","Natural Gas","27",""
"2014","France","Number","Electricity","10,567",""
"2014","France","Number","Alternative Energy","13,201",""
"2014","France","Number","Petrol (excluding hybrids)  ","589,522",""
"2014","France","Number","Hybrid electric-petrol","31,829",""
"2014","France","Number","Plug-in hybrid petrol-electric  ","1,850",""
"2014","France","Number","Diesel (excluding hybrids)  ","1,119,954",""
"2014","France","Number","Hybrid diesel-electric","9,313",""
"2014","France","Number","Plug-in hybrid diesel-electric  ","186",""
"2014","France","Number","Hydrogen and fuel cells ","1",""
"2014","France","Number","Bioethanol","254",""
"2014","France","Number","Biodiesel",":",""
"2014","France","Number","Bi-fuel","2,314",""
"2014","France","Number","Other","38",""
"2014","Croatia","Number","Petroleum products","16,690",""
"2014","Croatia","Number","Liquefied petroleum gases (LPG)","491",""
"2014","Croatia","Number","Diesel","50,861",""
"2014","Croatia","Number","Natural Gas","13",""
"2014","Croatia","Number","Electricity","47",""
"2014","Croatia","Number","Alternative Energy","971",""
"2014","Croatia","Number","Petrol (excluding hybrids)  ",":",""
"2014","Croatia","Number","Hybrid electric-petrol",":",""
"2014","Croatia","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Croatia","Number","Diesel (excluding hybrids)  ",":",""
"2014","Croatia","Number","Hybrid diesel-electric",":",""
"2014","Croatia","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Croatia","Number","Hydrogen and fuel cells ",":",""
"2014","Croatia","Number","Bioethanol",":",""
"2014","Croatia","Number","Biodiesel",":",""
"2014","Croatia","Number","Bi-fuel",":",""
"2014","Croatia","Number","Other","420",""
"2014","Italy","Number","Petroleum products",":",""
"2014","Italy","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Italy","Number","Diesel",":",""
"2014","Italy","Number","Natural Gas",":",""
"2014","Italy","Number","Electricity",":",""
"2014","Italy","Number","Alternative Energy",":",""
"2014","Italy","Number","Petrol (excluding hybrids)  ",":",""
"2014","Italy","Number","Hybrid electric-petrol",":",""
"2014","Italy","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Italy","Number","Diesel (excluding hybrids)  ",":",""
"2014","Italy","Number","Hybrid diesel-electric",":",""
"2014","Italy","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Italy","Number","Hydrogen and fuel cells ",":",""
"2014","Italy","Number","Bioethanol",":",""
"2014","Italy","Number","Biodiesel",":",""
"2014","Italy","Number","Bi-fuel",":",""
"2014","Italy","Number","Other",":",""
"2014","Cyprus","Number","Petroleum products","12,142",""
"2014","Cyprus","Number","Liquefied petroleum gases (LPG)","0",""
"2014","Cyprus","Number","Diesel","5,782",""
"2014","Cyprus","Number","Natural Gas","0",""
"2014","Cyprus","Number","Electricity","9",""
"2014","Cyprus","Number","Alternative Energy","9",""
"2014","Cyprus","Number","Petrol (excluding hybrids)  ","11,839",""
"2014","Cyprus","Number","Hybrid electric-petrol","303",""
"2014","Cyprus","Number","Plug-in hybrid petrol-electric  ","0",""
"2014","Cyprus","Number","Diesel (excluding hybrids)  ","5,782",""
"2014","Cyprus","Number","Hybrid diesel-electric","0",""
"2014","Cyprus","Number","Plug-in hybrid diesel-electric  ","0",""
"2014","Cyprus","Number","Hydrogen and fuel cells ","0",""
"2014","Cyprus","Number","Bioethanol","0",""
"2014","Cyprus","Number","Biodiesel","0",""
"2014","Cyprus","Number","Bi-fuel","0",""
"2014","Cyprus","Number","Other","0",""
"2014","Latvia","Number","Petroleum products","5,759",""
"2014","Latvia","Number","Liquefied petroleum gases (LPG)","0",""
"2014","Latvia","Number","Diesel","7,029",""
"2014","Latvia","Number","Natural Gas","211",""
"2014","Latvia","Number","Electricity","174",""
"2014","Latvia","Number","Alternative Energy","385",""
"2014","Latvia","Number","Petrol (excluding hybrids)  ","5,758",""
"2014","Latvia","Number","Hybrid electric-petrol","1",""
"2014","Latvia","Number","Plug-in hybrid petrol-electric  ","0",""
"2014","Latvia","Number","Diesel (excluding hybrids)  ","7,029",""
"2014","Latvia","Number","Hybrid diesel-electric","0",""
"2014","Latvia","Number","Plug-in hybrid diesel-electric  ","0",""
"2014","Latvia","Number","Hydrogen and fuel cells ","0",""
"2014","Latvia","Number","Bioethanol","0",""
"2014","Latvia","Number","Biodiesel","0",""
"2014","Latvia","Number","Bi-fuel","0",""
"2014","Latvia","Number","Other","0",""
"2014","Lithuania","Number","Petroleum products","35,029",""
"2014","Lithuania","Number","Liquefied petroleum gases (LPG)","21",""
"2014","Lithuania","Number","Diesel","100,310",""
"2014","Lithuania","Number","Natural Gas","0",""
"2014","Lithuania","Number","Electricity","46",""
"2014","Lithuania","Number","Alternative Energy","759",""
"2014","Lithuania","Number","Petrol (excluding hybrids)  ",":",""
"2014","Lithuania","Number","Hybrid electric-petrol",":",""
"2014","Lithuania","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Lithuania","Number","Diesel (excluding hybrids)  ",":",""
"2014","Lithuania","Number","Hybrid diesel-electric",":",""
"2014","Lithuania","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Lithuania","Number","Hydrogen and fuel cells ","0",""
"2014","Lithuania","Number","Bioethanol","0",""
"2014","Lithuania","Number","Biodiesel","0",""
"2014","Lithuania","Number","Bi-fuel","0",""
"2014","Lithuania","Number","Other","692",""
"2014","Hungary","Number","Petroleum products","70,185","d"
"2014","Hungary","Number","Liquefied petroleum gases (LPG)","3",""
"2014","Hungary","Number","Diesel","91,757","d"
"2014","Hungary","Number","Natural Gas","268",""
"2014","Hungary","Number","Electricity","71",""
"2014","Hungary","Number","Alternative Energy","2,478","d"
"2014","Hungary","Number","Petrol (excluding hybrids)  ","70,185",""
"2014","Hungary","Number","Hybrid electric-petrol","0",""
"2014","Hungary","Number","Plug-in hybrid petrol-electric  ","0",""
"2014","Hungary","Number","Diesel (excluding hybrids)  ","91,757",""
"2014","Hungary","Number","Hybrid diesel-electric","0",""
"2014","Hungary","Number","Plug-in hybrid diesel-electric  ","0",""
"2014","Hungary","Number","Hydrogen and fuel cells ","0",""
"2014","Hungary","Number","Bioethanol","0",""
"2014","Hungary","Number","Biodiesel","0",""
"2014","Hungary","Number","Bi-fuel","779",""
"2014","Hungary","Number","Other","1,357","d"
"2014","Malta","Number","Petroleum products","9,614",""
"2014","Malta","Number","Liquefied petroleum gases (LPG)","1",""
"2014","Malta","Number","Diesel","5,768",""
"2014","Malta","Number","Natural Gas","0",""
"2014","Malta","Number","Electricity","30",""
"2014","Malta","Number","Alternative Energy","94",""
"2014","Malta","Number","Petrol (excluding hybrids)  ","9,579",""
"2014","Malta","Number","Hybrid electric-petrol","35","d"
"2014","Malta","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Malta","Number","Diesel (excluding hybrids)  ","5,766",""
"2014","Malta","Number","Hybrid diesel-electric","2","d"
"2014","Malta","Number","Plug-in hybrid diesel-electric  ","0",""
"2014","Malta","Number","Hydrogen and fuel cells ","0",""
"2014","Malta","Number","Bioethanol","0",""
"2014","Malta","Number","Biodiesel","0",""
"2014","Malta","Number","Bi-fuel","24",""
"2014","Malta","Number","Other","39",""
"2014","Netherlands","Number","Petroleum products","275,420",""
"2014","Netherlands","Number","Liquefied petroleum gases (LPG)","998",""
"2014","Netherlands","Number","Diesel","105,014",""
"2014","Netherlands","Number","Natural Gas","3,223",""
"2014","Netherlands","Number","Electricity",":",""
"2014","Netherlands","Number","Alternative Energy","7,135",""
"2014","Netherlands","Number","Petrol (excluding hybrids)  ",":",""
"2014","Netherlands","Number","Hybrid electric-petrol","26,727",""
"2014","Netherlands","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Netherlands","Number","Diesel (excluding hybrids)  ",":",""
"2014","Netherlands","Number","Hybrid diesel-electric",":",""
"2014","Netherlands","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Netherlands","Number","Hydrogen and fuel cells ","2",""
"2014","Netherlands","Number","Bioethanol",":",""
"2014","Netherlands","Number","Biodiesel",":",""
"2014","Netherlands","Number","Bi-fuel",":",""
"2014","Netherlands","Number","Other","2,912",""
"2014","Austria","Number","Petroleum products","128,670",""
"2014","Austria","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Austria","Number","Diesel","172,574",""
"2014","Austria","Number","Natural Gas","279",""
"2014","Austria","Number","Electricity","1,281",""
"2014","Austria","Number","Alternative Energy","2,074",""
"2014","Austria","Number","Petrol (excluding hybrids)  ","126,503",""
"2014","Austria","Number","Hybrid electric-petrol","1,836","d"
"2014","Austria","Number","Plug-in hybrid petrol-electric  ","331",""
"2014","Austria","Number","Diesel (excluding hybrids)  ","172,381",""
"2014","Austria","Number","Hybrid diesel-electric","90","d"
"2014","Austria","Number","Plug-in hybrid diesel-electric  ","103",""
"2014","Austria","Number","Hydrogen and fuel cells ","3",""
"2014","Austria","Number","Bioethanol",":",""
"2014","Austria","Number","Biodiesel",":",""
"2014","Austria","Number","Bi-fuel","511",""
"2014","Austria","Number","Other",":",""
"2014","Poland","Number","Petroleum products","502,339",""
"2014","Poland","Number","Liquefied petroleum gases (LPG)","72,048",""
"2014","Poland","Number","Diesel","470,967",""
"2014","Poland","Number","Natural Gas","302",""
"2014","Poland","Number","Electricity","1,909",""
"2014","Poland","Number","Alternative Energy","74,292",""
"2014","Poland","Number","Petrol (excluding hybrids)  ","502,339",""
"2014","Poland","Number","Hybrid electric-petrol",":",""
"2014","Poland","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Poland","Number","Diesel (excluding hybrids)  ","470,967",""
"2014","Poland","Number","Hybrid diesel-electric",":",""
"2014","Poland","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Poland","Number","Hydrogen and fuel cells ","13",""
"2014","Poland","Number","Bioethanol","1",""
"2014","Poland","Number","Biodiesel","0",""
"2014","Poland","Number","Bi-fuel","0",""
"2014","Poland","Number","Other","19",""
"2014","Portugal","Number","Petroleum products",":",""
"2014","Portugal","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Portugal","Number","Diesel",":",""
"2014","Portugal","Number","Natural Gas",":",""
"2014","Portugal","Number","Electricity",":",""
"2014","Portugal","Number","Alternative Energy",":",""
"2014","Portugal","Number","Petrol (excluding hybrids)  ",":",""
"2014","Portugal","Number","Hybrid electric-petrol",":",""
"2014","Portugal","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Portugal","Number","Diesel (excluding hybrids)  ",":",""
"2014","Portugal","Number","Hybrid diesel-electric",":",""
"2014","Portugal","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Portugal","Number","Hydrogen and fuel cells ",":",""
"2014","Portugal","Number","Bioethanol",":",""
"2014","Portugal","Number","Biodiesel",":",""
"2014","Portugal","Number","Bi-fuel",":",""
"2014","Portugal","Number","Other",":",""
"2014","Romania","Number","Petroleum products",":",""
"2014","Romania","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Romania","Number","Diesel",":",""
"2014","Romania","Number","Natural Gas",":",""
"2014","Romania","Number","Electricity",":",""
"2014","Romania","Number","Alternative Energy",":",""
"2014","Romania","Number","Petrol (excluding hybrids)  ",":",""
"2014","Romania","Number","Hybrid electric-petrol",":",""
"2014","Romania","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Romania","Number","Diesel (excluding hybrids)  ",":",""
"2014","Romania","Number","Hybrid diesel-electric",":",""
"2014","Romania","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Romania","Number","Hydrogen and fuel cells ",":",""
"2014","Romania","Number","Bioethanol",":",""
"2014","Romania","Number","Biodiesel",":",""
"2014","Romania","Number","Bi-fuel",":",""
"2014","Romania","Number","Other",":",""
"2014","Slovenia","Number","Petroleum products","23,916",""
"2014","Slovenia","Number","Liquefied petroleum gases (LPG)","232",""
"2014","Slovenia","Number","Diesel","29,763",""
"2014","Slovenia","Number","Natural Gas","48",""
"2014","Slovenia","Number","Electricity","13",""
"2014","Slovenia","Number","Alternative Energy","407",""
"2014","Slovenia","Number","Petrol (excluding hybrids)  ",":",""
"2014","Slovenia","Number","Hybrid electric-petrol",":",""
"2014","Slovenia","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Slovenia","Number","Diesel (excluding hybrids)  ",":",""
"2014","Slovenia","Number","Hybrid diesel-electric",":",""
"2014","Slovenia","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Slovenia","Number","Hydrogen and fuel cells ",":",""
"2014","Slovenia","Number","Bioethanol",":",""
"2014","Slovenia","Number","Biodiesel",":",""
"2014","Slovenia","Number","Bi-fuel",":",""
"2014","Slovenia","Number","Other","114",""
"2014","Finland","Number","Petroleum products","64,181",""
"2014","Finland","Number","Liquefied petroleum gases (LPG)","0",""
"2014","Finland","Number","Diesel","41,404",""
"2014","Finland","Number","Natural Gas","37",""
"2014","Finland","Number","Electricity","183",""
"2014","Finland","Number","Alternative Energy","650",""
"2014","Finland","Number","Petrol (excluding hybrids)  ","61,733",""
"2014","Finland","Number","Hybrid electric-petrol","2,236",""
"2014","Finland","Number","Plug-in hybrid petrol-electric  ","212",""
"2014","Finland","Number","Diesel (excluding hybrids)  ","41,278",""
"2014","Finland","Number","Hybrid diesel-electric","75",""
"2014","Finland","Number","Plug-in hybrid diesel-electric  ","51",""
"2014","Finland","Number","Hydrogen and fuel cells ","0",""
"2014","Finland","Number","Bioethanol","344",""
"2014","Finland","Number","Biodiesel","0",""
"2014","Finland","Number","Bi-fuel","86",""
"2014","Finland","Number","Other","0",""
"2014","Sweden","Number","Petroleum products","126,019",""
"2014","Sweden","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Sweden","Number","Diesel","188,998",""
"2014","Sweden","Number","Natural Gas","1,602",""
"2014","Sweden","Number","Electricity","1,266",""
"2014","Sweden","Number","Alternative Energy","9,013",""
"2014","Sweden","Number","Petrol (excluding hybrids)  ","116,519",""
"2014","Sweden","Number","Hybrid electric-petrol","6,798",""
"2014","Sweden","Number","Plug-in hybrid petrol-electric  ","2,702",""
"2014","Sweden","Number","Diesel (excluding hybrids)  ","188,028",""
"2014","Sweden","Number","Hybrid diesel-electric","261",""
"2014","Sweden","Number","Plug-in hybrid diesel-electric  ","709",""
"2014","Sweden","Number","Hydrogen and fuel cells ",":",""
"2014","Sweden","Number","Bioethanol","4",""
"2014","Sweden","Number","Biodiesel",":",""
"2014","Sweden","Number","Bi-fuel","3,419",""
"2014","Sweden","Number","Other","2,722",""
"2014","United Kingdom","Number","Petroleum products",":",""
"2014","United Kingdom","Number","Liquefied petroleum gases (LPG)",":",""
"2014","United Kingdom","Number","Diesel",":",""
"2014","United Kingdom","Number","Natural Gas",":",""
"2014","United Kingdom","Number","Electricity",":",""
"2014","United Kingdom","Number","Alternative Energy",":",""
"2014","United Kingdom","Number","Petrol (excluding hybrids)  ",":",""
"2014","United Kingdom","Number","Hybrid electric-petrol",":",""
"2014","United Kingdom","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","United Kingdom","Number","Diesel (excluding hybrids)  ",":",""
"2014","United Kingdom","Number","Hybrid diesel-electric",":",""
"2014","United Kingdom","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","United Kingdom","Number","Hydrogen and fuel cells ",":",""
"2014","United Kingdom","Number","Bioethanol",":",""
"2014","United Kingdom","Number","Biodiesel",":",""
"2014","United Kingdom","Number","Bi-fuel",":",""
"2014","United Kingdom","Number","Other",":",""
"2014","Liechtenstein","Number","Petroleum products","979",""
"2014","Liechtenstein","Number","Liquefied petroleum gases (LPG)","0",""
"2014","Liechtenstein","Number","Diesel","800",""
"2014","Liechtenstein","Number","Natural Gas","1",""
"2014","Liechtenstein","Number","Electricity","18",""
"2014","Liechtenstein","Number","Alternative Energy","21",""
"2014","Liechtenstein","Number","Petrol (excluding hybrids)  ","944",""
"2014","Liechtenstein","Number","Hybrid electric-petrol","35",""
"2014","Liechtenstein","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Liechtenstein","Number","Diesel (excluding hybrids)  ","796",""
"2014","Liechtenstein","Number","Hybrid diesel-electric","4",""
"2014","Liechtenstein","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Liechtenstein","Number","Hydrogen and fuel cells ","0",""
"2014","Liechtenstein","Number","Bioethanol","0",""
"2014","Liechtenstein","Number","Biodiesel","0",""
"2014","Liechtenstein","Number","Bi-fuel","2",""
"2014","Liechtenstein","Number","Other","0",""
"2014","Norway","Number","Petroleum products","62,997",""
"2014","Norway","Number","Liquefied petroleum gases (LPG)",":",""
"2014","Norway","Number","Diesel","87,738",""
"2014","Norway","Number","Natural Gas",":",""
"2014","Norway","Number","Electricity","21,153",""
"2014","Norway","Number","Alternative Energy","21,307",""
"2014","Norway","Number","Petrol (excluding hybrids)  ",":",""
"2014","Norway","Number","Hybrid electric-petrol",":",""
"2014","Norway","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Norway","Number","Diesel (excluding hybrids)  ",":",""
"2014","Norway","Number","Hybrid diesel-electric",":",""
"2014","Norway","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Norway","Number","Hydrogen and fuel cells ",":",""
"2014","Norway","Number","Bioethanol",":",""
"2014","Norway","Number","Biodiesel",":",""
"2014","Norway","Number","Bi-fuel",":",""
"2014","Norway","Number","Other","154",""
"2014","Switzerland","Number","Petroleum products","187,000",""
"2014","Switzerland","Number","Liquefied petroleum gases (LPG)","0",""
"2014","Switzerland","Number","Diesel","113,300",""
"2014","Switzerland","Number","Natural Gas","200",""
"2014","Switzerland","Number","Electricity","1,900",""
"2014","Switzerland","Number","Alternative Energy","3,000",""
"2014","Switzerland","Number","Petrol (excluding hybrids)  ","180,900",""
"2014","Switzerland","Number","Hybrid electric-petrol","6,200","d"
"2014","Switzerland","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Switzerland","Number","Diesel (excluding hybrids)  ","112,600",""
"2014","Switzerland","Number","Hybrid diesel-electric","700","d"
"2014","Switzerland","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Switzerland","Number","Hydrogen and fuel cells ","0",""
"2014","Switzerland","Number","Bioethanol","0",""
"2014","Switzerland","Number","Biodiesel","0",""
"2014","Switzerland","Number","Bi-fuel","800",""
"2014","Switzerland","Number","Other","100",""
"2014","North Macedonia","Number","Petroleum products",":",""
"2014","North Macedonia","Number","Liquefied petroleum gases (LPG)",":",""
"2014","North Macedonia","Number","Diesel",":",""
"2014","North Macedonia","Number","Natural Gas",":",""
"2014","North Macedonia","Number","Electricity",":",""
"2014","North Macedonia","Number","Alternative Energy",":",""
"2014","North Macedonia","Number","Petrol (excluding hybrids)  ",":",""
"2014","North Macedonia","Number","Hybrid electric-petrol",":",""
"2014","North Macedonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","North Macedonia","Number","Diesel (excluding hybrids)  ",":",""
"2014","North Macedonia","Number","Hybrid diesel-electric",":",""
"2014","North Macedonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","North Macedonia","Number","Hydrogen and fuel cells ",":",""
"2014","North Macedonia","Number","Bioethanol",":",""
"2014","North Macedonia","Number","Biodiesel",":",""
"2014","North Macedonia","Number","Bi-fuel",":",""
"2014","North Macedonia","Number","Other",":",""
"2014","Turkey","Number","Petroleum products","210,168",""
"2014","Turkey","Number","Liquefied petroleum gases (LPG)","11,339",""
"2014","Turkey","Number","Diesel","364,242",""
"2014","Turkey","Number","Natural Gas","2",""
"2014","Turkey","Number","Electricity","63",""
"2014","Turkey","Number","Alternative Energy","11,404",""
"2014","Turkey","Number","Petrol (excluding hybrids)  ","210,141",""
"2014","Turkey","Number","Hybrid electric-petrol","27",""
"2014","Turkey","Number","Plug-in hybrid petrol-electric  ",":",""
"2014","Turkey","Number","Diesel (excluding hybrids)  ","364,241",""
"2014","Turkey","Number","Hybrid diesel-electric","1",""
"2014","Turkey","Number","Plug-in hybrid diesel-electric  ",":",""
"2014","Turkey","Number","Hydrogen and fuel cells ",":",""
"2014","Turkey","Number","Bioethanol",":",""
"2014","Turkey","Number","Biodiesel",":",""
"2014","Turkey","Number","Bi-fuel",":",""
"2014","Turkey","Number","Other",":",""
"2015","Belgium","Number","Petroleum products","198,299",""
"2015","Belgium","Number","Liquefied petroleum gases (LPG)","5","d"
"2015","Belgium","Number","Diesel","305,838",""
"2015","Belgium","Number","Natural Gas","135",""
"2015","Belgium","Number","Electricity","1,360",""
"2015","Belgium","Number","Alternative Energy","2,147",""
"2015","Belgium","Number","Petrol (excluding hybrids)  ","189,947",""
"2015","Belgium","Number","Hybrid electric-petrol","8,352",""
"2015","Belgium","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Belgium","Number","Diesel (excluding hybrids)  ","303,345",""
"2015","Belgium","Number","Hybrid diesel-electric","2,493",""
"2015","Belgium","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Belgium","Number","Hydrogen and fuel cells ",":",""
"2015","Belgium","Number","Bioethanol","1",""
"2015","Belgium","Number","Biodiesel",":",""
"2015","Belgium","Number","Bi-fuel",":",""
"2015","Belgium","Number","Other","646",""
"2015","Denmark","Number","Petroleum products","137,698",""
"2015","Denmark","Number","Liquefied petroleum gases (LPG)",":",""
"2015","Denmark","Number","Diesel","64,203",""
"2015","Denmark","Number","Natural Gas",":",""
"2015","Denmark","Number","Electricity",":",""
"2015","Denmark","Number","Alternative Energy",":",""
"2015","Denmark","Number","Petrol (excluding hybrids)  ",":",""
"2015","Denmark","Number","Hybrid electric-petrol",":",""
"2015","Denmark","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Denmark","Number","Diesel (excluding hybrids)  ",":",""
"2015","Denmark","Number","Hybrid diesel-electric",":",""
"2015","Denmark","Number","Plug-in hybrid diesel-electric  ",":",""
"2015","Denmark","Number","Hydrogen and fuel cells ",":",""
"2015","Denmark","Number","Bioethanol",":",""
"2015","Denmark","Number","Biodiesel",":",""
"2015","Denmark","Number","Bi-fuel",":",""
"2015","Denmark","Number","Other",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","1,611,389",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Liquefied petroleum gases (LPG)","4,716",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Diesel","1,538,451",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Natural Gas","5,285",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Electricity","12,363",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Alternative Energy","56,202",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Petrol (excluding hybrids)  ",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hybrid electric-petrol",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid petrol-electric  ",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Diesel (excluding hybrids)  ",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hybrid diesel-electric",":",""
