"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"France","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.348",""
"France","2006","Current prices, million euro","Gross domestic product at market prices","1,848,151.0",""
"France","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,962,328.6",""
"France","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.733",""
"France","2007","Current prices, million euro","Gross domestic product at market prices","1,941,360.0",""
"France","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,009,909.9",""
"France","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.990",""
"France","2008","Current prices, million euro","Gross domestic product at market prices","1,992,380.0",""
"France","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,015,034.1",""
"France","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.088",""
"France","2009","Current prices, million euro","Gross domestic product at market prices","1,936,422.0",""
"France","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,957,135.9",""
"France","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"France","2010","Current prices, million euro","Gross domestic product at market prices","1,995,289.0",""
"France","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,995,289.0",""
"France","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.193",""
"France","2011","Current prices, million euro","Gross domestic product at market prices","2,058,369.0",""
"France","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,039,039.7",""
"France","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.513",""
"France","2012","Current prices, million euro","Gross domestic product at market prices","2,088,804.0",""
"France","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,045,424.7",""
"France","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.104",""
"France","2013","Current prices, million euro","Gross domestic product at market prices","2,117,189.0",""
"France","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,057,213.0",""
"France","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.089",""
"France","2014","Current prices, million euro","Gross domestic product at market prices","2,149,765.0",""
"France","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,076,883.7",""
"France","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.248",""
"France","2015","Current prices, million euro","Gross domestic product at market prices","2,198,432.0",""
"France","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,099,997.6",""
"France","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.401",""
"France","2016","Current prices, million euro","Gross domestic product at market prices","2,234,129.0",""
"France","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,123,002.3",""
"France","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.839",""
"France","2017","Current prices, million euro","Gross domestic product at market prices","2,297,242.0",""
"France","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,171,649.2",""
"France","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.869",""
"France","2018","Current prices, million euro","Gross domestic product at market prices","2,363,306.0",""
"France","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,212,151.9",""
"France","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.912","p"
"France","2019","Current prices, million euro","Gross domestic product at market prices","2,437,635.0","p"
"France","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,252,921.3","p"
"France","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.042","p"
"France","2020","Current prices, million euro","Gross domestic product at market prices","2,302,860.0","p"
"France","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,075,948.5","p"
"France","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.288","p"
"France","2021","Current prices, million euro","Gross domestic product at market prices","2,483,616.0","p"
"France","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,220,508.7","p"
"Croatia","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1986","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1987","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1988","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1989","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1990","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1991","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1992","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1993","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Croatia","1994","Current prices, million euro","Gross domestic product at market prices",":",""
"Croatia","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Croatia","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","66.495",""
"Croatia","1995","Current prices, million euro","Gross domestic product at market prices","17,581.4",""
"Croatia","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","30,307.2",""
"Croatia","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","70.469",""
"Croatia","1996","Current prices, million euro","Gross domestic product at market prices","19,230.3",""
"Croatia","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32,118.2",""
"Croatia","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","74.790",""
"Croatia","1997","Current prices, million euro","Gross domestic product at market prices","21,332.1",""
"Croatia","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","34,087.7",""
"Croatia","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","76.440",""
"Croatia","1998","Current prices, million euro","Gross domestic product at market prices","22,985.8",""
"Croatia","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","34,839.6",""
"Croatia","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","75.770",""
"Croatia","1999","Current prices, million euro","Gross domestic product at market prices","22,228.4",""
"Croatia","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","34,534.3",""
"Croatia","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","77.964",""
"Croatia","2000","Current prices, million euro","Gross domestic product at market prices","23,659.5",""
"Croatia","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35,534.2",""
"Croatia","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.328",""
"Croatia","2001","Current prices, million euro","Gross domestic product at market prices","25,947.3",""
"Croatia","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,611.8",""
"Croatia","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","84.924",""
"Croatia","2002","Current prices, million euro","Gross domestic product at market prices","28,749.8",""
"Croatia","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,706.8",""
"Croatia","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.617",""
"Croatia","2003","Current prices, million euro","Gross domestic product at market prices","30,992.8",""
"Croatia","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","40,845.7",""
"Croatia","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.336",""
"Croatia","2004","Current prices, million euro","Gross domestic product at market prices","33,774.0",""
"Croatia","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","42,540.5",""
"Croatia","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.361",""
"Croatia","2005","Current prices, million euro","Gross domestic product at market prices","36,801.1",""
"Croatia","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,375.0",""
"Croatia","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.169",""
"Croatia","2006","Current prices, million euro","Gross domestic product at market prices","40,536.1",""
"Croatia","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,566.4",""
"Croatia","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.188",""
"Croatia","2007","Current prices, million euro","Gross domestic product at market prices","44,262.9",""
"Croatia","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","48,854.1",""
"Croatia","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.220",""
"Croatia","2008","Current prices, million euro","Gross domestic product at market prices","48,333.6",""
"Croatia","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","49,780.1",""
"Croatia","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.267",""
"Croatia","2009","Current prices, million euro","Gross domestic product at market prices","45,413.1",""
"Croatia","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,155.3",""
"Croatia","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"Croatia","2010","Current prices, million euro","Gross domestic product at market prices","45,578.0",""
"Croatia","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","45,578.0",""
"Croatia","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.915",""
"Croatia","2011","Current prices, million euro","Gross domestic product at market prices","45,378.6",""
"Croatia","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","45,539.2",""
"Croatia","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.641",""
"Croatia","2012","Current prices, million euro","Gross domestic product at market prices","44,483.6",""
"Croatia","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,502.8",""
"Croatia","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.286",""
"Croatia","2013","Current prices, million euro","Gross domestic product at market prices","44,329.4",""
"Croatia","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,341.3",""
"Croatia","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.950",""
"Croatia","2014","Current prices, million euro","Gross domestic product at market prices","43,918.6",""
"Croatia","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,187.9",""
"Croatia","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.399",""
"Croatia","2015","Current prices, million euro","Gross domestic product at market prices","45,186.2",""
"Croatia","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","45,303.9",""
"Croatia","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.910",""
"Croatia","2016","Current prices, million euro","Gross domestic product at market prices","47,246.3",""
"Croatia","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,904.2",""
"Croatia","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.423",""
"Croatia","2017","Current prices, million euro","Gross domestic product at market prices","49,888.8",""
"Croatia","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","48,505.6",""
"Croatia","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.509",""
"Croatia","2018","Current prices, million euro","Gross domestic product at market prices","52,688.8",""
"Croatia","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","49,912.3",""
"Croatia","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.322",""
"Croatia","2019","Current prices, million euro","Gross domestic product at market prices","55,571.4",""
"Croatia","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","51,650.2",""
"Croatia","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.144","p"
"Croatia","2020","Current prices, million euro","Gross domestic product at market prices","50,189.6","p"
"Croatia","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","47,466.6","p"
"Croatia","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.025","p"
"Croatia","2021","Current prices, million euro","Gross domestic product at market prices","57,310.2","p"
"Croatia","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","52,426.4","p"
"Italy","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1986","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1987","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1988","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1989","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1990","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1991","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1992","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1993","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Italy","1994","Current prices, million euro","Gross domestic product at market prices",":",""
"Italy","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Italy","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.540",""
"Italy","1995","Current prices, million euro","Gross domestic product at market prices","898,299.3",""
"Italy","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,410,521.1",""
"Italy","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","88.649",""
"Italy","1996","Current prices, million euro","Gross domestic product at market prices","1,033,759.7",""
"Italy","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,428,389.4",""
"Italy","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.272",""
"Italy","1997","Current prices, million euro","Gross domestic product at market prices","1,096,302.0",""
"Italy","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,454,532.0",""
"Italy","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.906",""
"Italy","1998","Current prices, million euro","Gross domestic product at market prices","1,134,534.9",""
"Italy","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,480,867.9",""
"Italy","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.400",""
"Italy","1999","Current prices, million euro","Gross domestic product at market prices","1,175,149.5",""
"Italy","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,504,942.8",""
"Italy","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.938",""
"Italy","2000","Current prices, million euro","Gross domestic product at market prices","1,241,512.9",""
"Italy","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,561,934.3",""
"Italy","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.829",""
"Italy","2001","Current prices, million euro","Gross domestic product at market prices","1,304,136.8",""
"Italy","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,592,413.5",""
"Italy","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.080",""
"Italy","2002","Current prices, million euro","Gross domestic product at market prices","1,350,258.9",""
"Italy","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,596,457.3",""
"Italy","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.217",""
"Italy","2003","Current prices, million euro","Gross domestic product at market prices","1,394,693.2",""
"Italy","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,598,670.4",""
"Italy","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.630",""
"Italy","2004","Current prices, million euro","Gross domestic product at market prices","1,452,319.0",""
"Italy","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,621,429.0",""
"Italy","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.453",""
"Italy","2005","Current prices, million euro","Gross domestic product at market prices","1,493,635.3",""
"Italy","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,634,689.8",""
"Italy","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.270",""
"Italy","2006","Current prices, million euro","Gross domestic product at market prices","1,552,686.8",""
"Italy","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,663,961.2",""
"Italy","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.805",""
"Italy","2007","Current prices, million euro","Gross domestic product at market prices","1,614,839.8",""
"Italy","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,688,705.5",""
"Italy","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.797",""
"Italy","2008","Current prices, million euro","Gross domestic product at market prices","1,637,699.4",""
"Italy","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,672,460.0",""
"Italy","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.316",""
"Italy","2009","Current prices, million euro","Gross domestic product at market prices","1,577,255.9",""
"Italy","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,584,138.4",""
"Italy","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"Italy","2010","Current prices, million euro","Gross domestic product at market prices","1,611,279.4",""
"Italy","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,611,279.4",""
"Italy","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.707",""
"Italy","2011","Current prices, million euro","Gross domestic product at market prices","1,648,755.8",""
"Italy","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,622,676.5",""
"Italy","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.705",""
"Italy","2012","Current prices, million euro","Gross domestic product at market prices","1,624,358.7",""
"Italy","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,574,306.1",""
"Italy","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.907",""
"Italy","2013","Current prices, million euro","Gross domestic product at market prices","1,612,751.3",""
"Italy","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,545,322.1",""
"Italy","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.902",""
"Italy","2014","Current prices, million euro","Gross domestic product at market prices","1,627,405.6",""
"Italy","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,545,251.8",""
"Italy","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.649",""
"Italy","2015","Current prices, million euro","Gross domestic product at market prices","1,655,355.0",""
"Italy","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,557,278.5",""
"Italy","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.899",""
"Italy","2016","Current prices, million euro","Gross domestic product at market prices","1,695,786.8",""
"Italy","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,577,421.4",""
"Italy","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.531",""
"Italy","2017","Current prices, million euro","Gross domestic product at market prices","1,736,592.8",""
"Italy","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,603,730.5",""
"Italy","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.453",""
"Italy","2018","Current prices, million euro","Gross domestic product at market prices","1,771,391.2",""
"Italy","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,618,578.0",""
"Italy","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.955",""
"Italy","2019","Current prices, million euro","Gross domestic product at market prices","1,796,633.8",""
"Italy","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,626,674.7",""
"Italy","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.844",""
"Italy","2020","Current prices, million euro","Gross domestic product at market prices","1,656,960.7",""
"Italy","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,479,856.4",""
"Italy","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.938",""
"Italy","2021","Current prices, million euro","Gross domestic product at market prices","1,781,221.1",""
"Italy","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,578,058.5",""
"Cyprus","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
