"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"Bulgaria","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.538",""
"Bulgaria","2020","Current prices, million euro","Gross domestic product at market prices","61,331.0",""
"Bulgaria","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,233.5",""
"Bulgaria","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","120.365","p"
"Bulgaria","2021","Current prices, million euro","Gross domestic product at market prices","67,872.1","p"
"Bulgaria","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,081.5","p"
"Czechia","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1986","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1987","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1988","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1989","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1990","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1991","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1992","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1993","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Czechia","1994","Current prices, million euro","Gross domestic product at market prices",":",""
"Czechia","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Czechia","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","67.015",""
"Czechia","1995","Current prices, million euro","Gross domestic product at market prices","46,008.4",""
"Czechia","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","105,831.3",""
"Czechia","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.874",""
"Czechia","1996","Current prices, million euro","Gross domestic product at market prices","53,088.1",""
"Czechia","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","110,345.4",""
"Czechia","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.512",""
"Czechia","1997","Current prices, million euro","Gross domestic product at market prices","54,857.3",""
"Czechia","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","109,773.5",""
"Czechia","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.264",""
"Czechia","1998","Current prices, million euro","Gross domestic product at market prices","59,824.8",""
"Czechia","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","109,382.0",""
"Czechia","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","70.223",""
"Czechia","1999","Current prices, million euro","Gross domestic product at market prices","61,082.9",""
"Czechia","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","110,896.0",""
"Czechia","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","73.032",""
"Czechia","2000","Current prices, million euro","Gross domestic product at market prices","67,032.5",""
"Czechia","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","115,333.0",""
"Czechia","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","75.255",""
"Czechia","2001","Current prices, million euro","Gross domestic product at market prices","75,705.2",""
"Czechia","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","118,842.6",""
"Czechia","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","76.436",""
"Czechia","2002","Current prices, million euro","Gross domestic product at market prices","87,358.2",""
"Czechia","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","120,708.2",""
"Czechia","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.175",""
"Czechia","2003","Current prices, million euro","Gross domestic product at market prices","88,659.5",""
"Czechia","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","125,034.0",""
"Czechia","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.987",""
"Czechia","2004","Current prices, million euro","Gross domestic product at market prices","96,554.1",""
"Czechia","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","131,053.5",""
"Czechia","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","88.465",""
"Czechia","2005","Current prices, million euro","Gross domestic product at market prices","110,321.7",""
"Czechia","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","139,705.2",""
"Czechia","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.452",""
"Czechia","2006","Current prices, million euro","Gross domestic product at market prices","124,581.2",""
"Czechia","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","149,158.9",""
"Czechia","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.713",""
"Czechia","2007","Current prices, million euro","Gross domestic product at market prices","139,002.1",""
"Czechia","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","157,467.6",""
"Czechia","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.392",""
"Czechia","2008","Current prices, million euro","Gross domestic product at market prices","162,064.5",""
"Czechia","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","161,697.8",""
"Czechia","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.623",""
"Czechia","2009","Current prices, million euro","Gross domestic product at market prices","149,586.5",""
"Czechia","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","154,167.0",""
"Czechia","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"Czechia","2010","Current prices, million euro","Gross domestic product at market prices","157,920.8",""
"Czechia","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","157,920.8",""
"Czechia","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.760",""
"Czechia","2011","Current prices, million euro","Gross domestic product at market prices","165,202.2",""
"Czechia","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","160,700.8",""
"Czechia","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.962",""
"Czechia","2012","Current prices, million euro","Gross domestic product at market prices","162,587.5",""
"Czechia","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","159,439.3",""
"Czechia","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.915",""
"Czechia","2013","Current prices, million euro","Gross domestic product at market prices","159,461.5",""
"Czechia","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","159,366.1",""
"Czechia","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.198",""
"Czechia","2014","Current prices, million euro","Gross domestic product at market prices","157,821.3",""
"Czechia","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","162,971.1",""
"Czechia","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.759",""
"Czechia","2015","Current prices, million euro","Gross domestic product at market prices","169,558.2",""
"Czechia","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","171,752.6",""
"Czechia","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.518",""
"Czechia","2016","Current prices, million euro","Gross domestic product at market prices","177,438.5",""
"Czechia","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","176,110.5",""
"Czechia","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.282",""
"Czechia","2017","Current prices, million euro","Gross domestic product at market prices","194,132.9",""
"Czechia","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","185,213.1",""
"Czechia","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.034",""
"Czechia","2018","Current prices, million euro","Gross domestic product at market prices","210,927.8",""
"Czechia","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","191,137.5",""
"Czechia","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","124.700",""
"Czechia","2019","Current prices, million euro","Gross domestic product at market prices","225,568.7",""
"Czechia","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","196,927.9",""
"Czechia","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.471",""
"Czechia","2020","Current prices, million euro","Gross domestic product at market prices","215,248.0",""
"Czechia","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","185,510.4",""
"Czechia","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.397",""
"Czechia","2021","Current prices, million euro","Gross domestic product at market prices","238,714.2",""
"Czechia","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","191,711.4",""
"Denmark","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices","50.761",""
"Denmark","1975","Current prices, million euro","Gross domestic product at market prices","32,652.5",""
"Denmark","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices","123,432.5",""
"Denmark","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices","53.768",""
"Denmark","1976","Current prices, million euro","Gross domestic product at market prices","39,850.5",""
"Denmark","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices","130,745.3",""
"Denmark","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices","54.774",""
"Denmark","1977","Current prices, million euro","Gross domestic product at market prices","43,593.7",""
"Denmark","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices","133,190.7",""
"Denmark","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices","55.993",""
"Denmark","1978","Current prices, million euro","Gross domestic product at market prices","47,421.8",""
"Denmark","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices","136,155.9",""
"Denmark","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices","58.160",""
"Denmark","1979","Current prices, million euro","Gross domestic product at market prices","51,359.9",""
"Denmark","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices","141,423.9",""
"Denmark","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices","57.879",""
"Denmark","1980","Current prices, million euro","Gross domestic product at market prices","51,213.4",""
"Denmark","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices","140,740.9",""
"Denmark","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices","57.493",""
"Denmark","1981","Current prices, million euro","Gross domestic product at market prices","55,635.8",""
"Denmark","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices","139,803.4",""
"Denmark","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices","59.611",""
"Denmark","1982","Current prices, million euro","Gross domestic product at market prices","61,712.7",""
"Denmark","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices","144,954.5",""
"Denmark","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices","61.159",""
"Denmark","1983","Current prices, million euro","Gross domestic product at market prices","68,200.1",""
"Denmark","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices","148,717.6",""
"Denmark","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices","63.707",""
"Denmark","1984","Current prices, million euro","Gross domestic product at market prices","75,140.2",""
"Denmark","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices","154,913.4",""
"Denmark","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices","66.258",""
"Denmark","1985","Current prices, million euro","Gross domestic product at market prices","82,799.8",""
"Denmark","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices","161,115.8",""
"Denmark","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.507",""
"Denmark","1986","Current prices, million euro","Gross domestic product at market prices","89,802.4",""
"Denmark","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169,017.2",""
"Denmark","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.684",""
"Denmark","1987","Current prices, million euro","Gross domestic product at market prices","94,921.5",""
"Denmark","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169,446.9",""
"Denmark","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.674",""
"Denmark","1988","Current prices, million euro","Gross domestic product at market prices","97,823.6",""
"Denmark","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169,423.9",""
"Denmark","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices","70.124",""
"Denmark","1989","Current prices, million euro","Gross domestic product at market prices","102,087.6",""
"Denmark","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices","170,517.0",""
"Denmark","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices","71.158",""
"Denmark","1990","Current prices, million euro","Gross domestic product at market prices","108,898.0",""
"Denmark","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices","173,032.5",""
"Denmark","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices","72.150",""
"Denmark","1991","Current prices, million euro","Gross domestic product at market prices","112,605.4",""
"Denmark","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices","175,444.0",""
"Denmark","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices","73.562",""
"Denmark","1992","Current prices, million euro","Gross domestic product at market prices","118,194.2",""
"Denmark","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices","178,877.4",""
"Denmark","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices","73.570",""
"Denmark","1993","Current prices, million euro","Gross domestic product at market prices","122,269.6",""
"Denmark","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices","178,896.5",""
"Denmark","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices","77.493",""
"Denmark","1994","Current prices, million euro","Gross domestic product at market prices","131,678.0",""
"Denmark","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices","188,436.1",""
"Denmark","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.839",""
"Denmark","1995","Current prices, million euro","Gross domestic product at market prices","141,441.4",""
"Denmark","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","194,141.2",""
"Denmark","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.155",""
"Denmark","1996","Current prices, million euro","Gross domestic product at market prices","147,843.4",""
"Denmark","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","199,771.5",""
"Denmark","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","84.834",""
"Denmark","1997","Current prices, million euro","Gross domestic product at market prices","153,152.1",""
"Denmark","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","206,285.8",""
"Denmark","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","86.715",""
"Denmark","1998","Current prices, million euro","Gross domestic product at market prices","158,146.4",""
"Denmark","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","210,861.5",""
"Denmark","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.272",""
"Denmark","1999","Current prices, million euro","Gross domestic product at market prices","166,972.1",""
"Denmark","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","217,077.8",""
"Denmark","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","92.617",""
"Denmark","2000","Current prices, million euro","Gross domestic product at market prices","178,018.1",""
"Denmark","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","225,211.4",""
"Denmark","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.379",""
"Denmark","2001","Current prices, million euro","Gross domestic product at market prices","184,045.6",""
"Denmark","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","227,065.2",""
"Denmark","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.814",""
"Denmark","2002","Current prices, million euro","Gross domestic product at market prices","189,794.9",""
"Denmark","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","228,124.1",""
"Denmark","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.180",""
"Denmark","2003","Current prices, million euro","Gross domestic product at market prices","193,353.4",""
"Denmark","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","229,014.0",""
"Denmark","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.693",""
"Denmark","2004","Current prices, million euro","Gross domestic product at market prices","202,422.2",""
"Denmark","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","235,124.6",""
"Denmark","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.953",""
"Denmark","2005","Current prices, million euro","Gross domestic product at market prices","212,832.4",""
"Denmark","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","240,618.6",""
"Denmark","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.825",""
"Denmark","2006","Current prices, million euro","Gross domestic product at market prices","225,531.3",""
"Denmark","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","250,034.0",""
"Denmark","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.760",""
"Denmark","2007","Current prices, million euro","Gross domestic product at market prices","233,383.3",""
"Denmark","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","252,307.4",""
"Denmark","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.228",""
"Denmark","2008","Current prices, million euro","Gross domestic product at market prices","241,613.5",""
"Denmark","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","251,015.5",""
"Denmark","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.163",""
"Denmark","2009","Current prices, million euro","Gross domestic product at market prices","231,278.0",""
"Denmark","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","238,699.3",""
"Denmark","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"Denmark","2010","Current prices, million euro","Gross domestic product at market prices","243,165.4",""
"Denmark","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","243,165.4",""
"Denmark","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.337",""
"Denmark","2011","Current prices, million euro","Gross domestic product at market prices","247,879.9",""
"Denmark","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","246,416.0",""
"Denmark","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.566",""
"Denmark","2012","Current prices, million euro","Gross domestic product at market prices","254,578.0",""
"Denmark","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","246,974.1",""
"Denmark","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.514",""
"Denmark","2013","Current prices, million euro","Gross domestic product at market prices","258,742.7",""
"Denmark","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249,279.2",""
"Denmark","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.174",""
"Denmark","2014","Current prices, million euro","Gross domestic product at market prices","265,757.0",""
"Denmark","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","253,316.0",""
"Denmark","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.615",""
"Denmark","2015","Current prices, million euro","Gross domestic product at market prices","273,017.6",""
"Denmark","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","259,250.2",""
"Denmark","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.075",""
"Denmark","2016","Current prices, million euro","Gross domestic product at market prices","283,109.7",""
"Denmark","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","267,665.3",""
"Denmark","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.181",""
"Denmark","2017","Current prices, million euro","Gross domestic product at market prices","294,808.2",""
"Denmark","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","275,218.1",""
"Denmark","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.433",""
"Denmark","2018","Current prices, million euro","Gross domestic product at market prices","302,328.7",""
"Denmark","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","280,693.7",""
"Denmark","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.874",""
"Denmark","2019","Current prices, million euro","Gross domestic product at market prices","310,475.6",""
"Denmark","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","286,629.4",""
"Denmark","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.444",""
"Denmark","2020","Current prices, million euro","Gross domestic product at market prices","312,516.6",""
"Denmark","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","280,718.8",""
"Denmark","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","120.211",""
"Denmark","2021","Current prices, million euro","Gross domestic product at market prices","334,526.5",""
"Denmark","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","292,312.5",""
"Germany (until 1990 former territory of the FRG)","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1975","Current prices, million euro","Gross domestic product at market prices","353,407.9",""
"Germany (until 1990 former territory of the FRG)","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1976","Current prices, million euro","Gross domestic product at market prices","414,999.5",""
"Germany (until 1990 former territory of the FRG)","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1977","Current prices, million euro","Gross domestic product at market prices","470,096.6",""
"Germany (until 1990 former territory of the FRG)","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1978","Current prices, million euro","Gross domestic product at market prices","519,503.6",""
"Germany (until 1990 former territory of the FRG)","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1979","Current prices, million euro","Gross domestic product at market prices","574,348.8",""
"Germany (until 1990 former territory of the FRG)","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1980","Current prices, million euro","Gross domestic product at market prices","610,968.0",""
"Germany (until 1990 former territory of the FRG)","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1981","Current prices, million euro","Gross domestic product at market prices","642,468.8",""
"Germany (until 1990 former territory of the FRG)","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1982","Current prices, million euro","Gross domestic product at market prices","708,094.6",""
"Germany (until 1990 former territory of the FRG)","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1983","Current prices, million euro","Gross domestic product at market prices","773,769.4",""
"Germany (until 1990 former territory of the FRG)","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1984","Current prices, million euro","Gross domestic product at market prices","823,190.6",""
"Germany (until 1990 former territory of the FRG)","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1985","Current prices, million euro","Gross domestic product at market prices","864,806.9",""
"Germany (until 1990 former territory of the FRG)","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1986","Current prices, million euro","Gross domestic product at market prices","953,134.3",""
"Germany (until 1990 former territory of the FRG)","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1987","Current prices, million euro","Gross domestic product at market prices","1,005,640.6",""
